clean_comment,label,comment,rating,source_url,keyword,date
màn đẹp siêu_phê chê ... vô_cùng tận . sốp chat dthg nhiệt_tình . hàng bọc_gói cẩn_thận . 10 sốp,2,Màn đẹp siêu phê~~ không còn gì để chê... đã vô cùng tận. Sốp chat dthg nhiệt tình. Hàng bọc gói cẩn thận. 10 sao cho sốp 🫡,5,https://shopee.vn/M%C3%A0n-h%C3%ACnh-LCD-gaming-Yunsi-27-in-FHD-100hz-2K-144hz-180hz-new-b%E1%BA%A3o-h%C3%A0nh-24-th%C3%A1ng-Y270GM-Y270GW-inch-i.702758937.29383827118?extraParams=%7B%22display_model_id%22%3A29611034384%2C%22model_selection_logic%22%3A3%7D&sp_atk=47e0f814-1929-4dd6-857a-3ba4d8cc4d9b&xptdk=47e0f814-1929-4dd6-857a-3ba4d8cc4d9b,màn hình giá rẻ,2025-09-30
"chất_lượng sản_phẩm tính_năng nổi_bật 2 k 100 hz màn_hình sử_dụng , chất_lượng ảnh đẹp , giá rẻ , góc hơi kém .",2,"Chất lượng sản phẩm:tốt
Tính năng nổi bật:2k 100hz

Màn hình sử dụng tốt, chất lượng ảnh đẹp, giá rẻ, góc nhìn hơi kém.",5,https://shopee.vn/M%C3%A0n-h%C3%ACnh-LCD-gaming-Yunsi-27-in-FHD-100hz-2K-144hz-180hz-new-b%E1%BA%A3o-h%C3%A0nh-24-th%C3%A1ng-Y270GM-Y270GW-inch-i.702758937.29383827118?extraParams=%7B%22display_model_id%22%3A29611034384%2C%22model_selection_logic%22%3A3%7D&sp_atk=47e0f814-1929-4dd6-857a-3ba4d8cc4d9b&xptdk=47e0f814-1929-4dd6-857a-3ba4d8cc4d9b,màn hình giá rẻ,2025-08-11
"độ sắc nét fhd 15.6 2 k 27 độ nét bình_thường tần_số tươi 100 hz tác_vụ văn_phòng game nhẹ hiện_thị , tầm giá ngon . build ổn",2,"Độ sắc nét:từ FHD 15.6 lên 2k 27 thì độ nét cũng bình thường
Tần số làm tươi:100Hz là đủ dùng với các tác vụ văn phòng và chơi game nhẹ

Hiện thị đủ dùng, với tầm giá này thì ngon rồi.
Build ổn",5,https://shopee.vn/M%C3%A0n-h%C3%ACnh-LCD-gaming-Yunsi-27-in-FHD-100hz-2K-144hz-180hz-new-b%E1%BA%A3o-h%C3%A0nh-24-th%C3%A1ng-Y270GM-Y270GW-inch-i.702758937.29383827118?extraParams=%7B%22display_model_id%22%3A29611034384%2C%22model_selection_logic%22%3A3%7D&sp_atk=47e0f814-1929-4dd6-857a-3ba4d8cc4d9b&xptdk=47e0f814-1929-4dd6-857a-3ba4d8cc4d9b,màn hình giá rẻ,2025-12-20
"tính_năng nổi_bật ngon , màn 2 k , ổn . phù_hợp giá tiền tuyệt_vời , vô đối_giá rẻ . cửa_hàng săn sale 8.8 mấy tư_vấn tận_tình . vận_chuyển lẹ . 10 đ cửa_hàng shipper",2,"Tính năng nổi bật:ngon, màn 2k, nhìn cũng ổn. phù hợp với giá tiền

tuyệt vời, vô đối giá rẻ. Dù shop biết mình săn sale 8.8 sẽ ko lời mấy nhưng vẫn tư vấn tận tình. Ship nhanh lẹ. 10đ cho shop với shipper",5,https://shopee.vn/M%C3%A0n-h%C3%ACnh-LCD-gaming-Yunsi-27-in-FHD-100hz-2K-144hz-180hz-new-b%E1%BA%A3o-h%C3%A0nh-24-th%C3%A1ng-Y270GM-Y270GW-inch-i.702758937.29383827118?extraParams=%7B%22display_model_id%22%3A29611034384%2C%22model_selection_logic%22%3A3%7D&sp_atk=47e0f814-1929-4dd6-857a-3ba4d8cc4d9b&xptdk=47e0f814-1929-4dd6-857a-3ba4d8cc4d9b,màn hình giá rẻ,2025-08-08
"hàng đóng_gói cẩn_thận , shoo tư_vấn trả_lời , màn_hình tầm giá tui mua . cám_ơn cửa_hàng ủng_hộ dài_dài .",2,"Hàng đóng gói rất cẩn thận, shoo tư vấn trả lời nhanh, đây là con màn hình tốt nhất trong tầm giá tui mua từ trước tới giờ. Cám ơn shop sẽ còn ủng hộ dài dài.",5,https://shopee.vn/M%C3%A0n-h%C3%ACnh-LCD-gaming-Yunsi-27-in-FHD-100hz-2K-144hz-180hz-new-b%E1%BA%A3o-h%C3%A0nh-24-th%C3%A1ng-Y270GM-Y270GW-inch-i.702758937.29383827118?extraParams=%7B%22display_model_id%22%3A29611034384%2C%22model_selection_logic%22%3A3%7D&sp_atk=47e0f814-1929-4dd6-857a-3ba4d8cc4d9b&xptdk=47e0f814-1929-4dd6-857a-3ba4d8cc4d9b,màn hình giá rẻ,2025-07-24
"hàng cute , mua 2 . ae mua thoải_mái . ngon tầm giá",2,"Bán hàng cute quá , mua luôn 2 cái . ae cứ mua thoải mái nhé . ngon nhất tầm giá",5,https://shopee.vn/M%C3%A0n-h%C3%ACnh-LCD-gaming-Yunsi-27-in-FHD-100hz-2K-144hz-180hz-new-b%E1%BA%A3o-h%C3%A0nh-24-th%C3%A1ng-Y270GM-Y270GW-inch-i.702758937.29383827118?extraParams=%7B%22display_model_id%22%3A29611034384%2C%22model_selection_logic%22%3A3%7D&sp_atk=47e0f814-1929-4dd6-857a-3ba4d8cc4d9b&xptdk=47e0f814-1929-4dd6-857a-3ba4d8cc4d9b,màn hình giá rẻ,2025-07-09
tính_năng nổi_bật màn đẹp nha hang tốt_nha toàn mua đồ cửa_hàng,2,"Tính năng nổi bật:Màn đẹp nha

Hang ok nha em toàn mua đồ của shop này",5,https://shopee.vn/M%C3%A0n-h%C3%ACnh-LCD-gaming-Yunsi-27-in-FHD-100hz-2K-144hz-180hz-new-b%E1%BA%A3o-h%C3%A0nh-24-th%C3%A1ng-Y270GM-Y270GW-inch-i.702758937.29383827118?extraParams=%7B%22display_model_id%22%3A29611034384%2C%22model_selection_logic%22%3A3%7D&sp_atk=47e0f814-1929-4dd6-857a-3ba4d8cc4d9b&xptdk=47e0f814-1929-4dd6-857a-3ba4d8cc4d9b,màn hình giá rẻ,2025-07-12
"màn mua game nin tầm giá ok , cửa_hàng giao hàng gooddd",2,"Màn mua để chơi game nin nên tầm giá mình thấy ok, shop giao hàng nhanh gooddd",5,https://shopee.vn/M%C3%A0n-h%C3%ACnh-LCD-gaming-Yunsi-27-in-FHD-100hz-2K-144hz-180hz-new-b%E1%BA%A3o-h%C3%A0nh-24-th%C3%A1ng-Y270GM-Y270GW-inch-i.702758937.29383827118?extraParams=%7B%22display_model_id%22%3A29611034384%2C%22model_selection_logic%22%3A3%7D&sp_atk=47e0f814-1929-4dd6-857a-3ba4d8cc4d9b&xptdk=47e0f814-1929-4dd6-857a-3ba4d8cc4d9b,màn hình giá rẻ,2025-09-14
"chất_lượng sản_phẩm tầm_giá tính_năng nổi_bật 2 k man_hình ngon_bổ rẻ . trừ màn hơi lởm . chân đế_lởm , dưng màn nghiêng , điều_chỉnh đựpc , kê . card_tích hơp laptop nhưng_mà refresh_rate 60 hz .",2,"Chất lượng sản phẩm:Rất tốt so với tầm giá
Tính năng nổi bật:2k

Man hình ngon bổ rẻ. Điểm trừ: Nguồn màn hơi lởm. Chân đế lởm, dưng lên màn bị nghiêng, không điều chỉnh đựpc, phải kê lên. Không phải do card tích hơp của laptop không nhưng mà refresh rate chỉ có 60hz.",5,https://shopee.vn/M%C3%A0n-h%C3%ACnh-LCD-gaming-Yunsi-27-in-FHD-100hz-2K-144hz-180hz-new-b%E1%BA%A3o-h%C3%A0nh-24-th%C3%A1ng-Y270GM-Y270GW-inch-i.702758937.29383827118?extraParams=%7B%22display_model_id%22%3A29611034384%2C%22model_selection_logic%22%3A3%7D&sp_atk=47e0f814-1929-4dd6-857a-3ba4d8cc4d9b&xptdk=47e0f814-1929-4dd6-857a-3ba4d8cc4d9b,màn hình giá rẻ,2025-08-09
"chất_lượng sản_phẩm 2 k 144 hz tính_năng nổi_bật ngon , rẻ chất_lượng giá_thành sản_phẩm .....",2,"Chất lượng sản phẩm:2k 144hz
Tính năng nổi bật:ngon, rẻ

Chất lượng oke so với giá thành sản phẩm.....",5,https://shopee.vn/M%C3%A0n-h%C3%ACnh-LCD-gaming-Yunsi-27-in-FHD-100hz-2K-144hz-180hz-new-b%E1%BA%A3o-h%C3%A0nh-24-th%C3%A1ng-Y270GM-Y270GW-inch-i.702758937.29383827118?extraParams=%7B%22display_model_id%22%3A29611034384%2C%22model_selection_logic%22%3A3%7D&sp_atk=47e0f814-1929-4dd6-857a-3ba4d8cc4d9b&xptdk=47e0f814-1929-4dd6-857a-3ba4d8cc4d9b,màn hình giá rẻ,2025-11-19
chê . best giá màn đẹp . 2 k_sắc nét,2,"Không có gì để chê.

Best giá

Màn đẹp. 2k sắc nét",5,https://shopee.vn/M%C3%A0n-h%C3%ACnh-LCD-gaming-Yunsi-27-in-FHD-100hz-2K-144hz-180hz-new-b%E1%BA%A3o-h%C3%A0nh-24-th%C3%A1ng-Y270GM-Y270GW-inch-i.702758937.29383827118?extraParams=%7B%22display_model_id%22%3A29611034384%2C%22model_selection_logic%22%3A3%7D&sp_atk=47e0f814-1929-4dd6-857a-3ba4d8cc4d9b&xptdk=47e0f814-1929-4dd6-857a-3ba4d8cc4d9b,màn hình giá rẻ,2025-07-21
