clean_comment,label,comment,rating,source_url,keyword,date
"tính_năng nổi_bật ghi_hình chất_lượng sản_phẩm tốt_cam cứng_cáp , ghi_hình ok , 360 , giá tiền yêu_cầu chất_lượng hình_ảnh ! cửa_hàng tư_vấn hỗ_trợ nhiệt_tình ! nói_chung mua ! giao hàng shiper nhiệt_tình",2,"Tính năng nổi bật:ghi hình
Chất lượng sản phẩm:tốt

Cam cứng cáp, ghi hình cũng ok, quay được 360°, với giá tiền thì không yêu cầu quá cao về chất lượng hình ảnh! Shop tư vấn và hỗ trợ rất nhiệt tình! Nói chung nên mua ạ! Giao hàng nhanh shiper nhiệt tình😊",5,https://shopee.vn/Camera-IP-YooSee-G99-HD-M%E1%BA%ABu-M%E1%BB%9Bi-8LED-Xem-%C4%90%C3%AAm-C%C3%B3-M%C3%A0u-i.168581444.2673881359?extraParams=%7B%22display_model_id%22%3A120662574846%2C%22model_selection_logic%22%3A3%7D&sp_atk=e6a84e46-20eb-41d3-b942-4e3778cd0597&xptdk=e6a84e46-20eb-41d3-b942-4e3778cd0597,camera wifi giá rẻ,2023-08-13
"cửa_hàng giao hàng , đóng_gói cẩn_thận , hộp kèm hướng_dẫn kĩ_càng , cài_đặt dễ_dàng , camera hình_ảnh nét , tính_năng , đêm ổn , có_thể báo_động chống trộm to , giá mua đợt sale hài_lòng",2,"Shop giao hàng nhanh, đóng gói cẩn thận, bên trong hộp có kèm theo hướng dẫn kĩ càng, cài đặt dễ dàng, camera xem hình ảnh rõ nét, có nhiều tính năng, xem đêm ổn, có thể báo động chống trộm rất to, giá mua đợt sale nên vậy là rất hài lòng rồi",5,https://shopee.vn/Camera-IP-YooSee-G99-HD-M%E1%BA%ABu-M%E1%BB%9Bi-8LED-Xem-%C4%90%C3%AAm-C%C3%B3-M%C3%A0u-i.168581444.2673881359?extraParams=%7B%22display_model_id%22%3A120662574846%2C%22model_selection_logic%22%3A3%7D&sp_atk=e6a84e46-20eb-41d3-b942-4e3778cd0597&xptdk=e6a84e46-20eb-41d3-b942-4e3778cd0597,camera wifi giá rẻ,2023-05-19
tính_năng nổi_bật sp rẻ chất_lượng sản_phẩm giao hàng nhanh_cam to_soi quan_trọng hợp giá tiền hãng rẻ chất_lượng ủng_hộ cửa_hàng,2,"Tính năng nổi bật:sp rẻ
Chất lượng sản phẩm:tốt

Giao hàng nhanh cam nói nghe rất to soi rõ mà quan trọng là hợp giá tiền so với các hãng khác rẻ hơn mà chất lượng vẫn rất ok  sẽ ủng hộ shop lần sau",5,https://shopee.vn/Camera-IP-YooSee-G99-HD-M%E1%BA%ABu-M%E1%BB%9Bi-8LED-Xem-%C4%90%C3%AAm-C%C3%B3-M%C3%A0u-i.168581444.2673881359?extraParams=%7B%22display_model_id%22%3A120662574846%2C%22model_selection_logic%22%3A3%7D&sp_atk=e6a84e46-20eb-41d3-b942-4e3778cd0597&xptdk=e6a84e46-20eb-41d3-b942-4e3778cd0597,camera wifi giá rẻ,2023-07-21
tính_năng nổi_bật chất_lượng sản_phẩm tuyệt_vời camera mong_đợi . mn mua nha nét chuẩn . xịn_sò camera tiền triệu,2,"Tính năng nổi bật:tốt
Chất lượng sản phẩm:quá tuyệt vời

Camera trên cả sự mong đợi. Mn nên mua nha xem nét chuẩn. Còn xịn sò hơn cả camera tiền triệu ý",5,https://shopee.vn/Camera-IP-YooSee-G99-HD-M%E1%BA%ABu-M%E1%BB%9Bi-8LED-Xem-%C4%90%C3%AAm-C%C3%B3-M%C3%A0u-i.168581444.2673881359?extraParams=%7B%22display_model_id%22%3A120662574846%2C%22model_selection_logic%22%3A3%7D&sp_atk=e6a84e46-20eb-41d3-b942-4e3778cd0597&xptdk=e6a84e46-20eb-41d3-b942-4e3778cd0597,camera wifi giá rẻ,2023-08-03
"chất_lượng sản_phẩm tot tam_gia_tính_năng nổi_bật camera mua sản_phẩm thời_gian đánh_giá . cửa_hàng giao hàng , đóng_gói cẩn_thận , tư_vấn nhiệt_tình . camera tầm_giá , chất_lượng hình_ảnh tương_đối sắc nét , cảm_biến chuyển_động nhạy , soi đêm chuẩn sắc_nét . nói_chung hài_lòng sản_phẩm",2,"Chất lượng sản phẩm:tot trong tam gia
Tính năng nổi bật:camera

Mua sp về dùng một thời gian mới đánh giá. Shop giao hàng nhanh, đóng gói cẩn thận, tư vấn nhiệt tình. Camera tốt trong tầm giá, chất lượng hình ảnh tương đối sắc nét, cảm biến chuyển động khá nhạy, soi đêm vẫn chuẩn và sắc nét. Nói chung rất hài lòng về sản phẩm",5,https://shopee.vn/Camera-IP-YooSee-G99-HD-M%E1%BA%ABu-M%E1%BB%9Bi-8LED-Xem-%C4%90%C3%AAm-C%C3%B3-M%C3%A0u-i.168581444.2673881359?extraParams=%7B%22display_model_id%22%3A120662574846%2C%22model_selection_logic%22%3A3%7D&sp_atk=e6a84e46-20eb-41d3-b942-4e3778cd0597&xptdk=e6a84e46-20eb-41d3-b942-4e3778cd0597,camera wifi giá rẻ,2023-06-12
"chất_lượng sản_phẩm ok tính_năng nổi_bật ok cam_xoay 360 . săc net đêm_tối thui , đàm_thoại to . chuông báo_động dọa_trộm .",2,"Chất lượng sản phẩm:ok
Tính năng nổi bật:ok

Cam xoay 360*. Săc net ngay cả trong đêm tối thui, đàm thoại to. Có  chuông báo động …doạ trộm🤣🤣.",5,https://shopee.vn/Camera-IP-YooSee-G99-HD-M%E1%BA%ABu-M%E1%BB%9Bi-8LED-Xem-%C4%90%C3%AAm-C%C3%B3-M%C3%A0u-i.168581444.2673881359?extraParams=%7B%22display_model_id%22%3A120662574846%2C%22model_selection_logic%22%3A3%7D&sp_atk=e6a84e46-20eb-41d3-b942-4e3778cd0597&xptdk=e6a84e46-20eb-41d3-b942-4e3778cd0597,camera wifi giá rẻ,2024-08-14
chất_lượng sản_phẩm khui cài_đặt giao_diện gọn đẹp . phụ_kiện đầy_đủ . chất_lượng .,2,"Chất lượng sản phẩm:tốt

Mình mới khui chưa cài đặt nhưng nhìn giao diện thấy nhỏ gọn đẹp. Phụ kiện đầy đủ. Chất lượng tốt.",5,https://shopee.vn/Camera-IP-YooSee-G99-HD-M%E1%BA%ABu-M%E1%BB%9Bi-8LED-Xem-%C4%90%C3%AAm-C%C3%B3-M%C3%A0u-i.168581444.2673881359?extraParams=%7B%22display_model_id%22%3A120662574846%2C%22model_selection_logic%22%3A3%7D&sp_atk=e6a84e46-20eb-41d3-b942-4e3778cd0597&xptdk=e6a84e46-20eb-41d3-b942-4e3778cd0597,camera wifi giá rẻ,2025-04-30
"chất_lượng sản_phẩm tốt_camera sắc nét , dễ_dàng lắp_đặt kết_nối . cửa_hàng hỗ_trợ nhiệt_tình . độ bền",2,"Chất lượng sản phẩm:tốt

Camera sắc nét, dễ dàng lắp đặt và kết nối. Shop hỗ trợ nhiệt tình. Độ bền thì phải dùng mới biết được",5,https://shopee.vn/Camera-IP-YooSee-G99-HD-M%E1%BA%ABu-M%E1%BB%9Bi-8LED-Xem-%C4%90%C3%AAm-C%C3%B3-M%C3%A0u-i.168581444.2673881359?extraParams=%7B%22display_model_id%22%3A120662574846%2C%22model_selection_logic%22%3A3%7D&sp_atk=e6a84e46-20eb-41d3-b942-4e3778cd0597&xptdk=e6a84e46-20eb-41d3-b942-4e3778cd0597,camera wifi giá rẻ,2025-05-16
chất_lượng sản_phẩm tính_năng nổi_bật nét cửa_hàng giao hàng . đóng_gói cẩn_thận . phụ_kiện đầy_đủ . camera nét đàm_thoại 2 chiều nge ok .,2,"Chất lượng sản phẩm:tốt
Tính năng nổi bật:nét

Shop giao hàng nhanh.đóng gói cẩn thận.phụ kiện đầy đủ.camera nét và đàm thoại 2 chiều nge ok.",5,https://shopee.vn/Camera-IP-YooSee-G99-HD-M%E1%BA%ABu-M%E1%BB%9Bi-8LED-Xem-%C4%90%C3%AAm-C%C3%B3-M%C3%A0u-i.168581444.2673881359?extraParams=%7B%22display_model_id%22%3A120662574846%2C%22model_selection_logic%22%3A3%7D&sp_atk=e6a84e46-20eb-41d3-b942-4e3778cd0597&xptdk=e6a84e46-20eb-41d3-b942-4e3778cd0597,camera wifi giá rẻ,2025-06-07
chất_lượng sản_phẩm ok tính_năng nổi_bật ok camera ng . giao hàng đóng_gói cẩn_thận . uy_tín . mua,2,"Chất lượng sản phẩm:ok
Tính năng nổi bật:ok

Camera ok nhé m ng. Giao hàng nhanh đóng gói cẩn thận. Uy tín. Nên mua nhé",5,https://shopee.vn/Camera-IP-YooSee-G99-HD-M%E1%BA%ABu-M%E1%BB%9Bi-8LED-Xem-%C4%90%C3%AAm-C%C3%B3-M%C3%A0u-i.168581444.2673881359?extraParams=%7B%22display_model_id%22%3A120662574846%2C%22model_selection_logic%22%3A3%7D&sp_atk=e6a84e46-20eb-41d3-b942-4e3778cd0597&xptdk=e6a84e46-20eb-41d3-b942-4e3778cd0597,camera wifi giá rẻ,2023-02-23
